sequence,label
"[[np.float64(0.05899453163146973), np.float64(16.66818579637776), np.float64(0.05899453163146973)], [np.float64(0.02671647071838379), np.float64(36.07962969602474), np.float64(-0.03227806091308594)], [np.float64(0.020633459091186523), np.float64(46.22469276803728), np.float64(-0.006083011627197266)], [np.float64(0.04131746292114258), np.float64(23.630906272984095), np.float64(0.020684003829956055)], [np.float64(0.00795984268187766), np.float64(111.60910247036122), np.float64(-0.03335762023926492)], [np.float64(0.00838088989258523), np.float64(106.59969485308767), np.float64(0.00042104721070757023)], [np.float64(0.05544877052307129), np.float64(17.715177686488104), np.float64(0.04706788063048606)], [np.float64(0.0013244152069091797), np.float64(430.21573642590283), np.float64(-0.05412435531616211)], [np.float64(0.007503032684326172), np.float64(117.6050989246839), np.float64(0.006178617477416992)], [np.float64(0.06109619140625), np.float64(16.104047242732342), np.float64(0.05359315872192383)], [np.float64(0.011635780334472656), np.float64(79.1403438117567), np.float64(-0.049460411071777344)], [np.float64(0.021413564682006836), np.float64(44.61583930033138), np.float64(0.00977778434753418)], [np.float64(0.01456999778746848), np.float64(64.22608491343848), np.float64(-0.006843566894538355)], [np.float64(0.015705585479743434), np.float64(59.8602186803068), np.float64(0.001135587692274953)], [np.float64(0.07019519805908203), np.float64(14.045891117124784), np.float64(0.0544896125793386)], [np.float64(0.01526021957397461), np.float64(61.49978451708954), np.float64(-0.05493497848510742)], [np.float64(0.02400612831115012), np.float64(39.99019710516739), np.float64(0.008745908737175512)], [np.float64(0.0029962062835764414), np.float64(250.23733236939933), np.float64(-0.02100992202757368)], [np.float64(0.017425537109375), np.float64(54.272502020643685), np.float64(0.014429330825798559)], [np.float64(0.007506132125854492), np.float64(117.5622462952918), np.float64(-0.009919404983520508)], [np.float64(0.033096075057990504), np.float64(29.328888979133314), np.float64(0.02558994293213601)], [np.float64(0.031107187271118164), np.float64(31.145674379877686), np.float64(-0.00198888778687234)], [np.float64(0.007170438766472387), np.float64(122.392447772025), np.float64(-0.023936748504645777)], [np.float64(0.03376841545105691), np.float64(28.76173639283873), np.float64(0.026597976684584523)], [np.float64(0.0028653144836354727), np.float64(258.711161597248), np.float64(-0.030903100967421437)], [np.float64(0.0036420822143554688), np.float64(215.42057073171534), np.float64(0.000776767730719996)], [np.float64(0.05093502998352051), np.float64(19.254826661644554), np.float64(0.04729294776916504)], [np.float64(0.009860515594482422), np.float64(92.07665983261789), np.float64(-0.041074514389038086)], [np.float64(0.0049054622650146484), np.float64(169.33475401650367), np.float64(-0.0049550533294677734)], [np.float64(0.0063669681549072266), np.float64(135.7410509958412), np.float64(0.0014615058898925781)]]",high
"[[np.float64(0.01526021957397461), np.float64(61.49978451708954), np.float64(0.01526021957397461)], [np.float64(0.02400612831115012), np.float64(39.99019710516739), np.float64(0.008745908737175512)], [np.float64(0.0029962062835764414), np.float64(250.23733236939933), np.float64(-0.02100992202757368)], [np.float64(0.017425537109375), np.float64(54.272502020643685), np.float64(0.014429330825798559)], [np.float64(0.007506132125854492), np.float64(117.5622462952918), np.float64(-0.009919404983520508)], [np.float64(0.033096075057990504), np.float64(29.328888979133314), np.float64(0.02558994293213601)], [np.float64(0.031107187271118164), np.float64(31.145674379877686), np.float64(-0.00198888778687234)], [np.float64(0.007170438766472387), np.float64(122.392447772025), np.float64(-0.023936748504645777)], [np.float64(0.03376841545105691), np.float64(28.76173639283873), np.float64(0.026597976684584523)], [np.float64(0.0028653144836354727), np.float64(258.711161597248), np.float64(-0.030903100967421437)], [np.float64(0.0036420822143554688), np.float64(215.42057073171534), np.float64(0.000776767730719996)], [np.float64(0.05093502998352051), np.float64(19.254826661644554), np.float64(0.04729294776916504)], [np.float64(0.009860515594482422), np.float64(92.07665983261789), np.float64(-0.041074514389038086)], [np.float64(0.0049054622650146484), np.float64(169.33475401650367), np.float64(-0.0049550533294677734)], [np.float64(0.0063669681549072266), np.float64(135.7410509958412), np.float64(0.0014615058898925781)], [np.float64(0.049479007720947266), np.float64(19.810215080456704), np.float64(0.04311203956604004)], [np.float64(0.004147052764892578), np.float64(194.2859429809771), np.float64(-0.04533195495605469)], [np.float64(0.01134347915649414), np.float64(81.01443582653768), np.float64(0.0071964263916015625)], [np.float64(0.07521438598632812), np.float64(13.12088245622535), np.float64(0.06387090682983398)], [np.float64(0.005872964859008789), np.float64(145.49761573264013), np.float64(-0.06934142112731934)], [np.float64(0.0066411495208740234), np.float64(130.87036149053347), np.float64(0.0007681846618652344)], [np.float64(0.03457450866699219), np.float64(28.110015780143442), np.float64(0.027933359146118164)], [np.float64(0.001737833023071289), np.float64(365.25236987542957), np.float64(-0.0328366756439209)], [np.float64(0.043167829513549805), np.float64(22.640913330215152), np.float64(0.041429996490478516)], [np.float64(0.04170870780944824), np.float64(23.414428843449457), np.float64(-0.0014591217041015625)], [np.float64(0.012052774429321289), np.float64(76.61206476943595), np.float64(-0.029655933380126953)], [np.float64(0.021084308624267578), np.float64(45.28101907166518), np.float64(0.009031534194946289)], [np.float64(0.06695890426635742), np.float64(14.71477521298181), np.float64(0.045874595642089844)], [np.float64(0.00986933708190918), np.float64(92.00193097924898), np.float64(-0.05708956718444824)], [np.float64(0.0004169940948486328), np.float64(705.719243033841), np.float64(-0.009452342987060547)]]",high
"[[np.float64(0.049479007720947266), np.float64(19.810215080456704), np.float64(0.049479007720947266)], [np.float64(0.004147052764892578), np.float64(194.2859429809771), np.float64(-0.04533195495605469)], [np.float64(0.01134347915649414), np.float64(81.01443582653768), np.float64(0.0071964263916015625)], [np.float64(0.07521438598632812), np.float64(13.12088245622535), np.float64(0.06387090682983398)], [np.float64(0.005872964859008789), np.float64(145.49761573264013), np.float64(-0.06934142112731934)], [np.float64(0.0066411495208740234), np.float64(130.87036149053347), np.float64(0.0007681846618652344)], [np.float64(0.03457450866699219), np.float64(28.110015780143442), np.float64(0.027933359146118164)], [np.float64(0.001737833023071289), np.float64(365.25236987542957), np.float64(-0.0328366756439209)], [np.float64(0.043167829513549805), np.float64(22.640913330215152), np.float64(0.041429996490478516)], [np.float64(0.04170870780944824), np.float64(23.414428843449457), np.float64(-0.0014591217041015625)], [np.float64(0.012052774429321289), np.float64(76.61206476943595), np.float64(-0.029655933380126953)], [np.float64(0.021084308624267578), np.float64(45.28101907166518), np.float64(0.009031534194946289)], [np.float64(0.06695890426635742), np.float64(14.71477521298181), np.float64(0.045874595642089844)], [np.float64(0.00986933708190918), np.float64(92.00193097924898), np.float64(-0.05708956718444824)], [np.float64(0.0004169940948486328), np.float64(705.719243033841), np.float64(-0.009452342987060547)], [np.float64(0.019464731216430664), np.float64(48.86455577765531), np.float64(0.01904773712158203)], [np.float64(0.08115696907043457), np.float64(12.171821956366026), np.float64(0.061692237854003906)], [np.float64(0.014286518096930934), np.float64(65.41712073730966), np.float64(-0.06687045097350364)], [np.float64(0.002347469329826879), np.float64(298.73313284448136), np.float64(-0.011939048767104055)], [np.float64(0.004101276397705078), np.float64(196.02937030619867), np.float64(0.0017538070678781992)], [np.float64(0.048421621322631836), np.float64(20.234058965242124), np.float64(0.04432034492492676)], [np.float64(0.010697364807128906), np.float64(85.48934024786116), np.float64(-0.03772425651550293)], [np.float64(0.031877994537353516), np.float64(30.415480447381753), np.float64(0.02118062973022461)], [np.float64(0.07058072090148926), np.float64(13.97024209041173), np.float64(0.03870272636413574)], [np.float64(0.023848533630371094), np.float64(40.24382343341786), np.float64(-0.046732187271118164)], [np.float64(0.0037462711334228516), np.float64(210.69171395584254), np.float64(-0.020102262496948242)], [np.float64(0.020960569381713867), np.float64(45.53615995187631), np.float64(0.017214298248291016)], [np.float64(0.037891387939453125), np.float64(25.7126333870321), np.float64(0.016930818557739258)], [np.float64(0.06610822677612305), np.float64(14.901302687315196), np.float64(0.028216838836669922)], [np.float64(0.06611919403076172), np.float64(14.898867819266203), np.float64(1.0967254638671875e-05)]]",high
"[[np.float64(0.019464731216430664), np.float64(48.86455577765531), np.float64(0.019464731216430664)], [np.float64(0.08115696907043457), np.float64(12.171821956366026), np.float64(0.061692237854003906)], [np.float64(0.014286518096930934), np.float64(65.41712073730966), np.float64(-0.06687045097350364)], [np.float64(0.002347469329826879), np.float64(298.73313284448136), np.float64(-0.011939048767104055)], [np.float64(0.004101276397705078), np.float64(196.02937030619867), np.float64(0.0017538070678781992)], [np.float64(0.048421621322631836), np.float64(20.234058965242124), np.float64(0.04432034492492676)], [np.float64(0.010697364807128906), np.float64(85.48934024786116), np.float64(-0.03772425651550293)], [np.float64(0.031877994537353516), np.float64(30.415480447381753), np.float64(0.02118062973022461)], [np.float64(0.07058072090148926), np.float64(13.97024209041173), np.float64(0.03870272636413574)], [np.float64(0.023848533630371094), np.float64(40.24382343341786), np.float64(-0.046732187271118164)], [np.float64(0.0037462711334228516), np.float64(210.69171395584254), np.float64(-0.020102262496948242)], [np.float64(0.020960569381713867), np.float64(45.53615995187631), np.float64(0.017214298248291016)], [np.float64(0.037891387939453125), np.float64(25.7126333870321), np.float64(0.016930818557739258)], [np.float64(0.06610822677612305), np.float64(14.901302687315196), np.float64(0.028216838836669922)], [np.float64(0.06611919403076172), np.float64(14.898867819266203), np.float64(1.0967254638671875e-05)], [np.float64(0.00973129272460227), np.float64(93.1854181656444), np.float64(-0.05638790130615945)], [np.float64(0.005228757858283473), np.float64(160.54565336331456), np.float64(-0.004502534866318797)], [np.float64(0.006679058074951172), np.float64(130.22430488733588), np.float64(0.0014503002166676993)], [np.float64(0.052365779876708984), np.float64(18.73859994757504), np.float64(0.04568672180175781)], [np.float64(0.05634498596192117), np.float64(17.438316240307927), np.float64(0.0039792060852121836)], [np.float64(0.02937221527098899), np.float64(32.9248291926596), np.float64(-0.02697277069093218)], [np.float64(0.0058476924896240234), np.float64(146.03459508662976), np.float64(-0.023524522781364965)], [np.float64(0.057710170745842504), np.float64(17.03282390931922), np.float64(0.05186247825621848)], [np.float64(0.012929916381843043), np.float64(71.78793989771901), np.float64(-0.04478025436399946)], [np.float64(0.033666372299194336), np.float64(28.846398791581677), np.float64(0.020736455917351293)], [np.float64(0.039283037185668945), np.float64(24.82434468361683), np.float64(0.005616664886474609)], [np.float64(0.046919345855719996), np.float64(20.868398391974978), np.float64(0.007636308670051051)], [np.float64(0.03430366516112571), np.float64(28.325670874001503), np.float64(-0.012615680694594289)], [np.float64(0.028653860092163086), np.float64(33.72242254101279), np.float64(-0.005649805068962621)], [np.float64(0.04429364204406738), np.float64(22.07815390573082), np.float64(0.015639781951904297)]]",high
"[[np.float64(0.00973129272460227), np.float64(93.1854181656444), np.float64(0.00973129272460227)], [np.float64(0.005228757858283473), np.float64(160.54565336331456), np.float64(-0.004502534866318797)], [np.float64(0.006679058074951172), np.float64(130.22430488733588), np.float64(0.0014503002166676993)], [np.float64(0.052365779876708984), np.float64(18.73859994757504), np.float64(0.04568672180175781)], [np.float64(0.05634498596192117), np.float64(17.438316240307927), np.float64(0.0039792060852121836)], [np.float64(0.02937221527098899), np.float64(32.9248291926596), np.float64(-0.02697277069093218)], [np.float64(0.0058476924896240234), np.float64(146.03459508662976), np.float64(-0.023524522781364965)], [np.float64(0.057710170745842504), np.float64(17.03282390931922), np.float64(0.05186247825621848)], [np.float64(0.012929916381843043), np.float64(71.78793989771901), np.float64(-0.04478025436399946)], [np.float64(0.033666372299194336), np.float64(28.846398791581677), np.float64(0.020736455917351293)], [np.float64(0.039283037185668945), np.float64(24.82434468361683), np.float64(0.005616664886474609)], [np.float64(0.046919345855719996), np.float64(20.868398391974978), np.float64(0.007636308670051051)], [np.float64(0.03430366516112571), np.float64(28.325670874001503), np.float64(-0.012615680694594289)], [np.float64(0.028653860092163086), np.float64(33.72242254101279), np.float64(-0.005649805068962621)], [np.float64(0.04429364204406738), np.float64(22.07815390573082), np.float64(0.015639781951904297)], [np.float64(0.0021581649780273438), np.float64(316.6395697999985), np.float64(-0.04213547706604004)], [np.float64(0.04671072959899902), np.float64(20.95964594138129), np.float64(0.04455256462097168)], [np.float64(0.0209958553314209), np.float64(45.463110432969074), np.float64(-0.025714874267578125)], [np.float64(0.004867076873779297), np.float64(170.44262782189296), np.float64(-0.0161287784576416)], [np.float64(0.022688865661621094), np.float64(42.213925068608255), np.float64(0.017821788787841797)], [np.float64(0.035219430923461914), np.float64(27.609489561367695), np.float64(0.01253056526184082)], [np.float64(0.013445615768432617), np.float64(69.22515564793416), np.float64(-0.021773815155029297)], [np.float64(0.0023758411407470703), np.float64(296.22246969201314), np.float64(-0.011069774627685547)], [np.float64(0.06499576568602805), np.float64(15.152487278615055), np.float64(0.06261992454528098)], [np.float64(0.03033542633057351), np.float64(31.912761915235688), np.float64(-0.03466033935545454)], [np.float64(0.035181283950805664), np.float64(27.638599043628815), np.float64(0.004845857620232152)], [np.float64(0.057112932205200195), np.float64(17.207873739169468), np.float64(0.02193164825439453)], [np.float64(0.012158393859863281), np.float64(75.9971171747849), np.float64(-0.044954538345336914)], [np.float64(0.05359792709350586), np.float64(18.315713676956516), np.float64(0.04143953323364258)], [np.float64(0.004276752471923828), np.float64(189.51050012687338), np.float64(-0.04932117462158203)]]",high
"[[np.float64(0.0021581649780273438), np.float64(316.6395697999985), np.float64(0.0021581649780273438)], [np.float64(0.04671072959899902), np.float64(20.95964594138129), np.float64(0.04455256462097168)], [np.float64(0.0209958553314209), np.float64(45.463110432969074), np.float64(-0.025714874267578125)], [np.float64(0.004867076873779297), np.float64(170.44262782189296), np.float64(-0.0161287784576416)], [np.float64(0.022688865661621094), np.float64(42.213925068608255), np.float64(0.017821788787841797)], [np.float64(0.035219430923461914), np.float64(27.609489561367695), np.float64(0.01253056526184082)], [np.float64(0.013445615768432617), np.float64(69.22515564793416), np.float64(-0.021773815155029297)], [np.float64(0.0023758411407470703), np.float64(296.22246969201314), np.float64(-0.011069774627685547)], [np.float64(0.06499576568602805), np.float64(15.152487278615055), np.float64(0.06261992454528098)], [np.float64(0.03033542633057351), np.float64(31.912761915235688), np.float64(-0.03466033935545454)], [np.float64(0.035181283950805664), np.float64(27.638599043628815), np.float64(0.004845857620232152)], [np.float64(0.057112932205200195), np.float64(17.207873739169468), np.float64(0.02193164825439453)], [np.float64(0.012158393859863281), np.float64(75.9971171747849), np.float64(-0.044954538345336914)], [np.float64(0.05359792709350586), np.float64(18.315713676956516), np.float64(0.04143953323364258)], [np.float64(0.004276752471923828), np.float64(189.51050012687338), np.float64(-0.04932117462158203)], [np.float64(0.0022263526916503906), np.float64(309.94751521987683), np.float64(-0.0020503997802734375)], [np.float64(0.02715301513671875), np.float64(35.520174132103655), np.float64(0.02492666244506836)], [np.float64(0.05294299125671387), np.float64(18.538089503435494), np.float64(0.025789976119995117)], [np.float64(0.0030875205993652344), np.float64(244.64708511934927), np.float64(-0.04985547065734863)], [np.float64(0.04429388046263938), np.float64(22.07803769043037), np.float64(0.041206359863274145)], [np.float64(0.00010395050049538668), np.float64(905.8377160490983), np.float64(-0.04418992996214399)], [np.float64(0.06694865226745605), np.float64(14.716995357963105), np.float64(0.06684470176696067)], [np.float64(0.03222966194152832), np.float64(30.093595347422525), np.float64(-0.034718990325927734)], [np.float64(0.004904747009277344), np.float64(169.3552659290623), np.float64(-0.027324914932250977)], [np.float64(0.01161646842956543), np.float64(79.2614831624831), np.float64(0.006711721420288086)], [np.float64(0.02630972862244363), np.float64(36.61698780771413), np.float64(0.0146932601928782)], [np.float64(0.11861133575438743), np.float64(8.360411608924945), np.float64(0.0923016071319438)], [np.float64(0.015825986862182617), np.float64(59.43187809373357), np.float64(-0.10278534889220481)], [np.float64(0.034236907958984375), np.float64(28.379334564882825), np.float64(0.018410921096801758)], [np.float64(0.0038032531738352304), np.float64(208.19223218282596), np.float64(-0.030433654785149145)]]",high
"[[np.float64(0.0022263526916503906), np.float64(309.94751521987683), np.float64(0.0022263526916503906)], [np.float64(0.02715301513671875), np.float64(35.520174132103655), np.float64(0.02492666244506836)], [np.float64(0.05294299125671387), np.float64(18.538089503435494), np.float64(0.025789976119995117)], [np.float64(0.0030875205993652344), np.float64(244.64708511934927), np.float64(-0.04985547065734863)], [np.float64(0.04429388046263938), np.float64(22.07803769043037), np.float64(0.041206359863274145)], [np.float64(0.00010395050049538668), np.float64(905.8377160490983), np.float64(-0.04418992996214399)], [np.float64(0.06694865226745605), np.float64(14.716995357963105), np.float64(0.06684470176696067)], [np.float64(0.03222966194152832), np.float64(30.093595347422525), np.float64(-0.034718990325927734)], [np.float64(0.004904747009277344), np.float64(169.3552659290623), np.float64(-0.027324914932250977)], [np.float64(0.01161646842956543), np.float64(79.2614831624831), np.float64(0.006711721420288086)], [np.float64(0.02630972862244363), np.float64(36.61698780771413), np.float64(0.0146932601928782)], [np.float64(0.11861133575438743), np.float64(8.360411608924945), np.float64(0.0923016071319438)], [np.float64(0.015825986862182617), np.float64(59.43187809373357), np.float64(-0.10278534889220481)], [np.float64(0.034236907958984375), np.float64(28.379334564882825), np.float64(0.018410921096801758)], [np.float64(0.0038032531738352304), np.float64(208.19223218282596), np.float64(-0.030433654785149145)], [np.float64(0.08545756340026145), np.float64(11.566368061640006), np.float64(0.08165431022642622)], [np.float64(0.0069806575775146484), np.float64(125.30295784365951), np.float64(-0.0784769058227468)], [np.float64(0.006620645523071289), np.float64(131.22247937822698), np.float64(-0.0003600120544433594)], [np.float64(0.008335590362548828), np.float64(107.11695363280455), np.float64(0.001714944839477539)], [np.float64(0.007116794586181641), np.float64(123.20134375489067), np.float64(-0.0012187957763671875)], [np.float64(0.01617741584777832), np.float64(58.21597432708932), np.float64(0.00906062126159668)], [np.float64(0.016478538513183594), np.float64(57.21302151468366), np.float64(0.00030112266540527344)], [np.float64(0.13054347038269043), np.float64(7.602049703347253), np.float64(0.11406493186950684)], [np.float64(0.03871273994445801), np.float64(25.180836210208458), np.float64(-0.09183073043823242)], [np.float64(0.035922050476081324), np.float64(27.08408626026378), np.float64(-0.0027906894683766836)], [np.float64(0.02367472648619895), np.float64(40.527298268506414), np.float64(-0.012247323989882375)], [np.float64(0.07180547714233398), np.float64(13.735230359729803), np.float64(0.048130750656135035)], [np.float64(0.058054447174072266), np.float64(16.933525718263738), np.float64(-0.013751029968261719)], [np.float64(0.09319829940795898), np.float64(10.615902901486013), np.float64(0.03514385223388672)], [np.float64(0.06614446640014648), np.float64(14.89326006465692), np.float64(-0.0270538330078125)]]",high
"[[np.float64(0.08545756340026145), np.float64(11.566368061640006), np.float64(0.08545756340026145)], [np.float64(0.0069806575775146484), np.float64(125.30295784365951), np.float64(-0.0784769058227468)], [np.float64(0.006620645523071289), np.float64(131.22247937822698), np.float64(-0.0003600120544433594)], [np.float64(0.008335590362548828), np.float64(107.11695363280455), np.float64(0.001714944839477539)], [np.float64(0.007116794586181641), np.float64(123.20134375489067), np.float64(-0.0012187957763671875)], [np.float64(0.01617741584777832), np.float64(58.21597432708932), np.float64(0.00906062126159668)], [np.float64(0.016478538513183594), np.float64(57.21302151468366), np.float64(0.00030112266540527344)], [np.float64(0.13054347038269043), np.float64(7.602049703347253), np.float64(0.11406493186950684)], [np.float64(0.03871273994445801), np.float64(25.180836210208458), np.float64(-0.09183073043823242)], [np.float64(0.035922050476081324), np.float64(27.08408626026378), np.float64(-0.0027906894683766836)], [np.float64(0.02367472648619895), np.float64(40.527298268506414), np.float64(-0.012247323989882375)], [np.float64(0.07180547714233398), np.float64(13.735230359729803), np.float64(0.048130750656135035)], [np.float64(0.058054447174072266), np.float64(16.933525718263738), np.float64(-0.013751029968261719)], [np.float64(0.09319829940795898), np.float64(10.615902901486013), np.float64(0.03514385223388672)], [np.float64(0.06614446640014648), np.float64(14.89326006465692), np.float64(-0.0270538330078125)], [np.float64(0.016250610351569605), np.float64(57.96896339433066), np.float64(-0.04989385604857688)], [np.float64(0.0393223762512136), np.float64(24.800125711090814), np.float64(0.023071765899643992)], [np.float64(0.0286407470703125), np.float64(33.737341289942634), np.float64(-0.010681629180901098)], [np.float64(0.012298345565795898), np.float64(75.19732398683163), np.float64(-0.0163424015045166)], [np.float64(0.09607243537902832), np.float64(10.301585574683557), np.float64(0.08377408981323242)], [np.float64(0.0005154609680175781), np.float64(659.8652298568476), np.float64(-0.09555697441101074)], [np.float64(0.023192882537841797), np.float64(41.33447093110254), np.float64(0.02267742156982422)], [np.float64(0.06041646003723855), np.float64(16.282280017338536), np.float64(0.037223577499396754)], [np.float64(0.04628324508666992), np.float64(21.149140634637188), np.float64(-0.014133214950568629)], [np.float64(0.08464980125426536), np.float64(11.675450326280822), np.float64(0.038366556167595434)], [np.float64(0.008938312530517578), np.float64(100.62070365862411), np.float64(-0.07571148872374778)], [np.float64(0.03729057312011719), np.float64(26.116088596088883), np.float64(0.02835226058959961)], [np.float64(0.00860595703125), np.float64(104.10206882529354), np.float64(-0.028684616088867188)], [np.float64(0.014776945114135742), np.float64(63.383626726572395), np.float64(0.006170988082885742)], [np.float64(0.0406804084777832), np.float64(23.992087326424052), np.float64(0.02590346336364746)]]",high
"[[np.float64(0.016250610351569605), np.float64(57.96896339433066), np.float64(0.016250610351569605)], [np.float64(0.0393223762512136), np.float64(24.800125711090814), np.float64(0.023071765899643992)], [np.float64(0.0286407470703125), np.float64(33.737341289942634), np.float64(-0.010681629180901098)], [np.float64(0.012298345565795898), np.float64(75.19732398683163), np.float64(-0.0163424015045166)], [np.float64(0.09607243537902832), np.float64(10.301585574683557), np.float64(0.08377408981323242)], [np.float64(0.0005154609680175781), np.float64(659.8652298568476), np.float64(-0.09555697441101074)], [np.float64(0.023192882537841797), np.float64(41.33447093110254), np.float64(0.02267742156982422)], [np.float64(0.06041646003723855), np.float64(16.282280017338536), np.float64(0.037223577499396754)], [np.float64(0.04628324508666992), np.float64(21.149140634637188), np.float64(-0.014133214950568629)], [np.float64(0.08464980125426536), np.float64(11.675450326280822), np.float64(0.038366556167595434)], [np.float64(0.008938312530517578), np.float64(100.62070365862411), np.float64(-0.07571148872374778)], [np.float64(0.03729057312011719), np.float64(26.116088596088883), np.float64(0.02835226058959961)], [np.float64(0.00860595703125), np.float64(104.10206882529354), np.float64(-0.028684616088867188)], [np.float64(0.014776945114135742), np.float64(63.383626726572395), np.float64(0.006170988082885742)], [np.float64(0.0406804084777832), np.float64(23.992087326424052), np.float64(0.02590346336364746)], [np.float64(0.07172417640686035), np.float64(13.750585423002), np.float64(0.03104376792907715)], [np.float64(0.008284807205200195), np.float64(107.70282870708658), np.float64(-0.06343936920166016)], [np.float64(0.02259230613708496), np.float64(42.386699892304755), np.float64(0.014307498931884766)], [np.float64(0.005021810531616211), np.float64(166.06301290113942), np.float64(-0.01757049560546875)], [np.float64(0.012745857238769531), np.float64(72.74919145672108), np.float64(0.00772404670715332)], [np.float64(0.011148452758789062), np.float64(82.31500915015933), np.float64(-0.0015974044799804688)], [np.float64(0.14249682426453347), np.float64(6.968795338331114), np.float64(0.1313483715057444)], [np.float64(0.01011276245116477), np.float64(89.98662613319753), np.float64(-0.1323840618133687)], [np.float64(0.024494409561157227), np.float64(39.224285528211645), np.float64(0.014381647109992457)], [np.float64(0.012323617935180664), np.float64(75.05468896398824), np.float64(-0.012170791625976562)], [np.float64(0.06847572326660156), np.float64(14.393516943503645), np.float64(0.0561521053314209)], [np.float64(0.027238845825195312), np.float64(35.412212177162644), np.float64(-0.04123687744140625)], [np.float64(0.03401589393615723), np.float64(28.558459818939685), np.float64(0.006777048110961914)], [np.float64(0.027645349502563477), np.float64(34.90968053681837), np.float64(-0.00637054443359375)], [np.float64(0.01812291145324707), np.float64(52.29329239142609), np.float64(-0.009522438049316406)]]",high
"[[np.float64(0.07172417640686035), np.float64(13.750585423002), np.float64(0.07172417640686035)], [np.float64(0.008284807205200195), np.float64(107.70282870708658), np.float64(-0.06343936920166016)], [np.float64(0.02259230613708496), np.float64(42.386699892304755), np.float64(0.014307498931884766)], [np.float64(0.005021810531616211), np.float64(166.06301290113942), np.float64(-0.01757049560546875)], [np.float64(0.012745857238769531), np.float64(72.74919145672108), np.float64(0.00772404670715332)], [np.float64(0.011148452758789062), np.float64(82.31500915015933), np.float64(-0.0015974044799804688)], [np.float64(0.14249682426453347), np.float64(6.968795338331114), np.float64(0.1313483715057444)], [np.float64(0.01011276245116477), np.float64(89.98662613319753), np.float64(-0.1323840618133687)], [np.float64(0.024494409561157227), np.float64(39.224285528211645), np.float64(0.014381647109992457)], [np.float64(0.012323617935180664), np.float64(75.05468896398824), np.float64(-0.012170791625976562)], [np.float64(0.06847572326660156), np.float64(14.393516943503645), np.float64(0.0561521053314209)], [np.float64(0.027238845825195312), np.float64(35.412212177162644), np.float64(-0.04123687744140625)], [np.float64(0.03401589393615723), np.float64(28.558459818939685), np.float64(0.006777048110961914)], [np.float64(0.027645349502563477), np.float64(34.90968053681837), np.float64(-0.00637054443359375)], [np.float64(0.01812291145324707), np.float64(52.29329239142609), np.float64(-0.009522438049316406)], [np.float64(0.06796026229858398), np.float64(14.501104935915155), np.float64(0.049837350845336914)], [np.float64(0.008951187133781957), np.float64(100.49052304576138), np.float64(-0.05900907516480203)], [np.float64(0.037158250808722926), np.float64(26.206652003330333), np.float64(0.02820706367494097)], [np.float64(0.012372493743896484), np.float64(74.78036775724222), np.float64(-0.02478575706482644)], [np.float64(0.021872997283935547), np.float64(43.71967467081075), np.float64(0.009500503540039062)], [np.float64(0.02491927146911621), np.float64(38.58133131525466), np.float64(0.003046274185180664)], [np.float64(0.07246279716491699), np.float64(13.612332208847086), np.float64(0.04754352569580078)], [np.float64(0.006181478500366211), np.float64(139.24709235695772), np.float64(-0.06628131866455078)], [np.float64(0.0409390926361084), np.float64(23.844101937938152), np.float64(0.03475761413574219)], [np.float64(0.04274892807006836), np.float64(22.857702899563577), np.float64(0.001809835433959961)], [np.float64(0.012856006622314453), np.float64(72.17086619961242), np.float64(-0.029892921447753906)], [np.float64(0.0011954307556152344), np.float64(455.4914781266996), np.float64(-0.011660575866699219)], [np.float64(0.0055086612701416016), np.float64(153.64142616969283), np.float64(0.004313230514526367)], [np.float64(0.008901834487922144), np.float64(100.99138712324057), np.float64(0.003393173217780543)], [np.float64(0.0973525047302175), np.float64(10.167509233679569), np.float64(0.08845067024229536)]]",high
